bin_id,timestamp,fill_level,latitude,longitude,datetime,time_diff_hours,fill_diff,fill_rate,fill_rate_rolling_mean,fill_rate_rolling_std,hour,weekday,is_weekend,time_to_full_hours
bin_001,1763204038,45.52,33.347817501704895,44.39103920700303,2025-11-15 10:53:58,1.0,2.1100000000000065,2.1100000000000065,2.133333333333335,0.19604421270043831,10,5,1,25.81990521327006
bin_001,1763207638,47.29,33.347817501704895,44.39103920700303,2025-11-15 11:53:58,1.0,1.769999999999996,1.769999999999996,1.9433333333333327,0.1700980109623128,11,5,1,29.77966101694922
bin_001,1763211238,48.78,33.347817501704895,44.39103920700303,2025-11-15 12:53:58,1.0,1.490000000000002,1.490000000000002,1.7900000000000016,0.310483493925203,12,5,1,34.37583892617445
bin_001,1763214838,50.17,33.347817501704895,44.39103920700303,2025-11-15 13:53:58,1.0,1.3900000000000006,1.3900000000000006,1.5499999999999996,0.19697715603591945,13,5,1,35.84892086330934
bin_001,1763218438,52.42,33.347817501704895,44.39103920700303,2025-11-15 14:53:58,1.0,2.25,2.25,1.7100000000000009,0.4703190406521933,14,5,1,21.146666666666665
bin_001,1763222038,54.5,33.347817501704895,44.39103920700303,2025-11-15 15:53:58,1.0,2.0799999999999983,2.0799999999999983,1.9066666666666663,0.4554484969053393,15,5,1,21.875000000000018
bin_001,1763225638,56.54,33.347817501704895,44.39103920700303,2025-11-15 16:53:58,1.0,2.039999999999999,2.039999999999999,2.1233333333333326,0.11150485789118596,16,5,1,21.30392156862746
bin_001,1763229238,58.69,33.347817501704895,44.39103920700303,2025-11-15 17:53:58,1.0,2.1499999999999986,2.1499999999999986,2.0899999999999985,0.055677643628301035,17,5,1,19.213953488372105
bin_001,1763232838,59.38,33.347817501704895,44.39103920700303,2025-11-15 18:53:58,1.0,0.6900000000000048,0.6900000000000048,1.6266666666666676,0.8130395644329541,18,5,1,58.869565217390885
bin_001,1763236438,59.89,33.347817501704895,44.39103920700303,2025-11-15 19:53:58,1.0,0.509999999999998,0.509999999999998,1.1166666666666671,0.899407212186633,19,5,1,78.64705882352972
bin_001,1763240038,60.76,33.347817501704895,44.39103920700303,2025-11-15 20:53:58,1.0,0.8699999999999974,0.8699999999999974,0.6900000000000001,0.17999999999999985,20,5,1,45.103448275862206
bin_001,1763243638,61.19,33.347817501704895,44.39103920700303,2025-11-15 21:53:58,1.0,0.4299999999999997,0.4299999999999997,0.6033333333333317,0.23437861108329178,21,5,1,90.25581395348844
bin_001,1763247238,61.91,33.347817501704895,44.39103920700303,2025-11-15 22:53:58,1.0,0.7199999999999989,0.7199999999999989,0.673333333333332,0.22368132093076726,22,5,1,52.902777777777864
bin_001,1763250838,62.75,33.347817501704895,44.39103920700303,2025-11-15 23:53:58,1.0,0.8400000000000034,0.8400000000000034,0.663333333333334,0.21079215671683327,23,5,1,44.34523809523792
bin_001,1763254438,63.45,33.347817501704895,44.39103920700303,2025-11-16 00:53:58,1.0,0.7000000000000028,0.7000000000000028,0.7533333333333351,0.07571877794400521,0,6,1,52.214285714285495
bin_001,1763258038,64.04,33.347817501704895,44.39103920700303,2025-11-16 01:53:58,1.0,0.5900000000000034,0.5900000000000034,0.7100000000000032,0.1252996408614169,1,6,1,60.94915254237252
bin_001,1763261638,64.85,33.347817501704895,44.39103920700303,2025-11-16 02:53:58,1.0,0.8099999999999881,0.8099999999999881,0.6999999999999981,0.10999999999999255,2,6,1,43.39506172839571
bin_001,1763265238,66.57,33.347817501704895,44.39103920700303,2025-11-16 03:53:58,1.0,1.7199999999999989,1.7199999999999989,1.0399999999999967,0.5990826320300068,3,6,1,19.436046511627925
bin_001,1763268838,68.68,33.347817501704895,44.39103920700303,2025-11-16 04:53:58,1.0,2.1100000000000136,2.1100000000000136,1.5466666666666669,0.6671081871281073,4,6,1,14.843601895734498
bin_001,1763272438,70.25,33.347817501704895,44.39103920700303,2025-11-16 05:53:58,1.0,1.5699999999999932,1.5699999999999932,1.8000000000000018,0.27874719729533776,5,6,1,18.949044585987345
bin_001,1763276038,71.82,33.347817501704895,44.39103920700303,2025-11-16 06:53:58,1.0,1.5699999999999932,1.5699999999999932,1.75,0.31176914536240985,6,6,1,17.949044585987345
bin_001,1763279638,72.97,33.347817501704895,44.39103920700303,2025-11-16 07:53:58,1.0,1.1500000000000057,1.1500000000000057,1.4299999999999973,0.24248711305963574,7,6,1,23.504347826086843
bin_001,1763283238,74.84,33.347817501704895,44.39103920700303,2025-11-16 08:53:58,1.0,1.8700000000000045,1.8700000000000045,1.5300000000000011,0.36166282640050135,8,6,1,13.45454545454542
bin_001,1763286838,76.87,33.347817501704895,44.39103920700303,2025-11-16 09:53:58,1.0,2.030000000000001,2.030000000000001,1.6833333333333371,0.46875722216658333,9,6,1,11.39408866995073
bin_001,1763290438,78.67,33.347817501704895,44.39103920700303,2025-11-16 10:53:58,1.0,1.7999999999999972,1.7999999999999972,1.900000000000001,0.1178982612255174,10,6,1,11.850000000000017
bin_001,1763294038,80.23,33.347817501704895,44.39103920700303,2025-11-16 11:53:58,1.0,1.5600000000000023,1.5600000000000023,1.7966666666666669,0.23501772982763044,11,6,1,12.673076923076902
bin_001,1763297638,82.0,33.347817501704895,44.39103920700303,2025-11-16 12:53:58,1.0,1.769999999999996,1.769999999999996,1.7099999999999984,0.13076696830621717,12,6,1,10.169491525423751
bin_001,1763301238,83.24,33.347817501704895,44.39103920700303,2025-11-16 13:53:58,1.0,1.2399999999999949,1.2399999999999949,1.523333333333331,0.2668957349478142,13,6,1,13.516129032258124
bin_001,1763304838,85.24,33.347817501704895,44.39103920700303,2025-11-16 14:53:58,1.0,2.0,2.0,1.669999999999997,0.3897435053981039,14,6,1,7.380000000000003
bin_001,1763308438,87.49,33.347817501704895,44.39103920700303,2025-11-16 15:53:58,1.0,2.25,2.25,1.8299999999999983,0.5260228131934993,15,6,1,5.560000000000002
bin_001,1763312038,89.44,33.347817501704895,44.39103920700303,2025-11-16 16:53:58,1.0,1.9500000000000028,1.9500000000000028,2.0666666666666678,0.16072751268321508,16,6,1,5.415384615384609
bin_001,1763315638,3.14,33.347817501704895,44.39103920700303,2025-11-16 17:53:58,1.0,-86.3,0.0,1.400000000000001,1.2216791722870621,17,6,1,168.0
bin_001,1763319238,3.74,33.347817501704895,44.39103920700303,2025-11-16 18:53:58,1.0,0.6000000000000001,0.6000000000000001,0.850000000000001,0.9987492177719104,18,6,1,160.4333333333333
bin_001,1763322838,4.64,33.347817501704895,44.39103920700303,2025-11-16 19:53:58,1.0,0.8999999999999995,0.8999999999999995,0.49999999999999983,0.45825756949558344,19,6,1,105.95555555555562
bin_001,1763326438,5.36,33.347817501704895,44.39103920700303,2025-11-16 20:53:58,1.0,0.7200000000000006,0.7200000000000006,0.7400000000000001,0.15099668870541372,20,6,1,131.44444444444431
bin_001,1763330038,6.07,33.347817501704895,44.39103920700303,2025-11-16 21:53:58,1.0,0.71,0.71,0.7766666666666667,0.10692676621563454,21,6,1,132.29577464788733
bin_001,1763333638,6.7,33.347817501704895,44.39103920700303,2025-11-16 22:53:58,1.0,0.6299999999999999,0.6299999999999999,0.6866666666666669,0.04932882862315982,22,6,1,148.0952380952381
bin_001,1763337238,7.16,33.347817501704895,44.39103920700303,2025-11-16 23:53:58,1.0,0.45999999999999996,0.45999999999999996,0.6,0.12767145334803584,23,6,1,168.0
bin_001,1763340838,7.79,33.347817501704895,44.39103920700303,2025-11-17 00:53:58,1.0,0.6299999999999999,0.6299999999999999,0.5733333333333333,0.09814954576223475,0,0,0,146.36507936507937
bin_001,1763344438,8.21,33.347817501704895,44.39103920700303,2025-11-17 01:53:58,1.0,0.4200000000000008,0.4200000000000008,0.5033333333333335,0.11150485789118297,1,0,0,168.0
bin_001,1763348038,8.7,33.347817501704895,44.39103920700303,2025-11-17 02:53:58,1.0,0.48999999999999844,0.48999999999999844,0.5133333333333331,0.10692676621563443,2,0,0,168.0
bin_001,1763351638,10.04,33.347817501704895,44.39103920700303,2025-11-17 03:53:58,1.0,1.3399999999999999,1.3399999999999999,0.7499999999999997,0.5121523210920749,3,0,0,67.13432835820898
bin_001,1763355238,12.07,33.347817501704895,44.39103920700303,2025-11-17 04:53:58,1.0,2.030000000000001,2.030000000000001,1.2866666666666664,0.7713840375152543,4,0,0,43.31527093596057
bin_001,1763358838,13.69,33.347817501704895,44.39103920700303,2025-11-17 05:53:58,1.0,1.6199999999999992,1.6199999999999992,1.6633333333333333,0.3470350606687079,5,0,0,53.27777777777781
bin_001,1763362438,15.08,33.347817501704895,44.39103920700303,2025-11-17 06:53:58,1.0,1.3900000000000006,1.3900000000000006,1.6800000000000004,0.324191301548947,6,0,0,61.093525179856094
bin_001,1763366038,16.39,33.347817501704895,44.39103920700303,2025-11-17 07:53:58,1.0,1.3100000000000005,1.3100000000000005,1.4400000000000002,0.16093476939431012,7,0,0,63.82442748091601
bin_001,1763369638,18.11,33.347817501704895,44.39103920700303,2025-11-17 08:53:58,1.0,1.7199999999999989,1.7199999999999989,1.4733333333333334,0.2173323108360396,8,0,0,47.6104651162791
bin_001,1763373238,19.65,33.347817501704895,44.39103920700303,2025-11-17 09:53:58,1.0,1.5399999999999991,1.5399999999999991,1.5233333333333328,0.20550750189064387,9,0,0,52.1753246753247
bin_001,1763376838,21.2,33.347817501704895,44.39103920700303,2025-11-17 10:53:58,1.0,1.5500000000000007,1.5500000000000007,1.6033333333333328,0.10115993936995626,10,0,0,50.83870967741933
bin_001,1763380438,22.2,33.347817501704895,44.39103920700303,2025-11-17 11:53:58,1.0,1.0,1.0,1.3633333333333333,0.3146956201368766,11,0,0,77.8
bin_001,1763384038,23.48,33.347817501704895,44.39103920700303,2025-11-17 12:53:58,1.0,1.2800000000000011,1.2800000000000011,1.2766666666666673,0.27501515109777774,12,0,0,59.78124999999994
bin_001,1763387638,24.82,33.347817501704895,44.39103920700303,2025-11-17 13:53:58,1.0,1.3399999999999999,1.3399999999999999,1.206666666666667,0.1814754345175495,13,0,0,56.10447761194031
bin_001,1763391238,26.67,33.347817501704895,44.39103920700303,2025-11-17 14:53:58,1.0,1.8500000000000014,1.8500000000000014,1.4900000000000009,0.31320919526731694,14,0,0,39.63783783783781
bin_001,1763394838,28.33,33.347817501704895,44.39103920700303,2025-11-17 15:53:58,1.0,1.6599999999999966,1.6599999999999966,1.616666666666666,0.25774664562964444,15,0,0,43.17469879518081
bin_001,1763398438,29.83,33.347817501704895,44.39103920700303,2025-11-17 16:53:58,1.0,1.5,1.5,1.6699999999999993,0.17521415467935295,16,0,0,46.78
bin_001,1763402038,31.49,33.347817501704895,44.39103920700303,2025-11-17 17:53:58,1.0,1.6600000000000001,1.6600000000000001,1.6066666666666656,0.09237604307033877,17,0,0,41.2710843373494
bin_001,1763405638,32.33,33.347817501704895,44.39103920700303,2025-11-17 18:53:58,1.0,0.8399999999999999,0.8399999999999999,1.3333333333333333,0.43466462167208103,18,0,0,80.55952380952382
bin_001,1763409238,32.96,33.347817501704895,44.39103920700303,2025-11-17 19:53:58,1.0,0.6300000000000026,0.6300000000000026,1.0433333333333341,0.5442732157045138,19,0,0,106.41269841269796
bin_001,1763412838,33.44,33.347817501704895,44.39103920700303,2025-11-17 20:53:58,1.0,0.4799999999999969,0.4799999999999969,0.6499999999999998,0.18083141320025187,20,0,0,138.66666666666757
bin_001,1763416438,34.03,33.347817501704895,44.39103920700303,2025-11-17 21:53:58,1.0,0.5900000000000034,0.5900000000000034,0.5666666666666677,0.07767453465154203,21,0,0,111.81355932203326
bin_001,1763420038,34.83,33.347817501704895,44.39103920700303,2025-11-17 22:53:58,1.0,0.7999999999999972,0.7999999999999972,0.6233333333333325,0.16258331197676143,22,0,0,81.46250000000029
bin_001,1763423638,35.34,33.347817501704895,44.39103920700303,2025-11-17 23:53:58,1.0,0.5100000000000051,0.5100000000000051,0.6333333333333352,0.14977761292440156,23,0,0,126.78431372548891
bin_001,1763427238,36.09,33.347817501704895,44.39103920700303,2025-11-18 00:53:58,1.0,0.75,0.75,0.6866666666666674,0.15502687938977514,0,1,0,85.21333333333332
bin_001,1763430838,36.65,33.347817501704895,44.39103920700303,2025-11-18 01:53:58,1.0,0.5599999999999952,0.5599999999999952,0.6066666666666668,0.12662279942148194,1,1,0,113.12500000000098
bin_001,1763434438,37.3,33.347817501704895,44.39103920700303,2025-11-18 02:53:58,1.0,0.6499999999999986,0.6499999999999986,0.6533333333333312,0.09504384952922292,2,1,0,96.46153846153868
bin_001,1763438038,39.03,33.347817501704895,44.39103920700303,2025-11-18 03:53:58,1.0,1.730000000000004,1.730000000000004,0.9799999999999992,0.6510760324263252,3,1,0,35.242774566473905
bin_001,1763441638,40.88,33.347817501704895,44.39103920700303,2025-11-18 04:53:58,1.0,1.8500000000000014,1.8500000000000014,1.4100000000000013,0.6609084656743344,4,1,0,31.956756756756732
bin_001,1763445238,42.62,33.347817501704895,44.39103920700303,2025-11-18 05:53:58,1.0,1.7399999999999949,1.7399999999999949,1.7733333333333334,0.06658328118479333,5,1,0,32.97701149425297
bin_001,1763448838,43.94,33.347817501704895,44.39103920700303,2025-11-18 06:53:58,1.0,1.3200000000000003,1.3200000000000003,1.6366666666666656,0.2797022226106415,6,1,0,42.46969696969696
bin_001,1763452438,45.28,33.347817501704895,44.39103920700303,2025-11-18 07:53:58,1.0,1.3400000000000034,1.3400000000000034,1.4666666666666661,0.23692474191888716,7,1,0,40.83582089552228
bin_001,1763456038,47.13,33.347817501704895,44.39103920700303,2025-11-18 08:53:58,1.0,1.8500000000000014,1.8500000000000014,1.503333333333335,0.30038863715748815,8,1,0,28.578378378378353
bin_001,1763459638,48.43,33.347817501704895,44.39103920700303,2025-11-18 09:53:58,1.0,1.2999999999999972,1.2999999999999972,1.4966666666666673,0.3066485501895186,9,1,0,39.66923076923086
bin_001,1763463238,50.06,33.347817501704895,44.39103920700303,2025-11-18 10:53:58,1.0,1.6300000000000026,1.6300000000000026,1.5933333333333337,0.2768272626265962,10,1,0,30.6380368098159
bin_001,1763466838,51.29,33.347817501704895,44.39103920700303,2025-11-18 11:53:58,1.0,1.2299999999999969,1.2299999999999969,1.3866666666666656,0.21361959960016438,11,1,0,39.60162601626026
bin_001,1763470438,52.61,33.347817501704895,44.39103920700303,2025-11-18 12:53:58,1.0,1.3200000000000003,1.3200000000000003,1.3933333333333333,0.20984120980716414,12,1,0,35.90151515151514
bin_001,1763474038,53.64,33.347817501704895,44.39103920700303,2025-11-18 13:53:58,1.0,1.0300000000000011,1.0300000000000011,1.1933333333333327,0.1484362938547474,13,1,0,45.009708737864024
bin_001,1763477638,55.56,33.347817501704895,44.39103920700303,2025-11-18 14:53:58,1.0,1.9200000000000017,1.9200000000000017,1.4233333333333344,0.4539089482851528,14,1,0,23.14583333333331
bin_001,1763481238,57.01,33.347817501704895,44.39103920700303,2025-11-18 15:53:58,1.0,1.4499999999999957,1.4499999999999957,1.4666666666666661,0.4452340208624376,15,1,0,29.648275862069053
bin_001,1763484838,58.42,33.347817501704895,44.39103920700303,2025-11-18 16:53:58,1.0,1.4100000000000037,1.4100000000000037,1.5933333333333337,0.2836077102854111,16,1,0,29.48936170212758
bin_001,1763488438,59.92,33.347817501704895,44.39103920700303,2025-11-18 17:53:58,1.0,1.5,1.5,1.4533333333333331,0.04509249752822553,17,1,0,26.72
bin_001,1763492038,60.56,33.347817501704895,44.39103920700303,2025-11-18 18:53:58,1.0,0.6400000000000006,0.6400000000000006,1.1833333333333347,0.47268735262680095,18,1,0,61.62499999999994
bin_001,1763495638,61.04,33.347817501704895,44.39103920700303,2025-11-18 19:53:58,1.0,0.4799999999999969,0.4799999999999969,0.8733333333333325,0.548573908724553,19,1,0,81.1666666666672
bin_001,1763499238,61.61,33.347817501704895,44.39103920700303,2025-11-18 20:53:58,1.0,0.5700000000000003,0.5700000000000003,0.5633333333333326,0.0802080627701073,20,1,0,67.35087719298242
bin_001,1763502838,62.15,33.347817501704895,44.39103920700303,2025-11-18 21:53:58,1.0,0.5399999999999991,0.5399999999999991,0.5299999999999988,0.0458257569495583,21,1,0,70.09259259259271
bin_001,1763506438,62.9,33.347817501704895,44.39103920700303,2025-11-18 22:53:58,1.0,0.75,0.75,0.6199999999999998,0.11357816691600497,22,1,0,49.46666666666667
bin_001,1763510038,63.51,33.347817501704895,44.39103920700303,2025-11-18 23:53:58,1.0,0.6099999999999994,0.6099999999999994,0.6333333333333329,0.10692676621563593,23,1,0,59.8196721311476
bin_001,1763513638,64.02,33.347817501704895,44.39103920700303,2025-11-19 00:53:58,1.0,0.509999999999998,0.509999999999998,0.6233333333333325,0.12055427546683446,0,2,0,70.54901960784342
bin_001,1763517238,64.74,33.347817501704895,44.39103920700303,2025-11-19 01:53:58,1.0,0.7199999999999989,0.7199999999999989,0.6133333333333321,0.10503967504392454,1,2,0,48.97222222222231
bin_001,1763520838,65.49,33.347817501704895,44.39103920700303,2025-11-19 02:53:58,1.0,0.75,0.75,0.6599999999999989,0.1307669683062205,2,2,0,46.01333333333334
bin_001,1763524438,67.18,33.347817501704895,44.39103920700303,2025-11-19 03:53:58,1.0,1.690000000000012,1.690000000000012,1.053333333333337,0.5515735067362655,3,2,0,19.420118343195124
bin_001,1763528038,68.66,33.347817501704895,44.39103920700303,2025-11-19 04:53:58,1.0,1.4799999999999898,1.4799999999999898,1.3066666666666673,0.4933896364267656,4,2,0,21.175675675675823
bin_001,1763531638,70.06,33.347817501704895,44.39103920700303,2025-11-19 05:53:58,1.0,1.4000000000000057,1.4000000000000057,1.5233333333333359,0.14977761292441158,5,2,0,21.385714285714197
bin_001,1763535238,71.07,33.347817501704895,44.39103920700303,2025-11-19 06:53:58,1.0,1.009999999999991,1.009999999999991,1.2966666666666622,0.2514623895005662,6,2,0,28.64356435643591
bin_001,1763538838,72.14,33.347817501704895,44.39103920700303,2025-11-19 07:53:58,1.0,1.0700000000000074,1.0700000000000074,1.1600000000000013,0.2100000000000045,7,2,0,26.037383177569914
bin_001,1763542438,73.72,33.347817501704895,44.39103920700303,2025-11-19 08:53:58,1.0,1.5799999999999983,1.5799999999999983,1.2199999999999989,0.3132091952673165,8,2,0,16.63291139240508
bin_001,1763546038,75.39,33.347817501704895,44.39103920700303,2025-11-19 09:53:58,1.0,1.6700000000000017,1.6700000000000017,1.4400000000000024,0.32357379374726447,9,2,0,14.73652694610777
bin_001,1763549638,76.98,33.347817501704895,44.39103920700303,2025-11-19 10:53:58,1.0,1.5900000000000034,1.5900000000000034,1.6133333333333344,0.049328828623161645,10,2,0,14.477987421383615
bin_001,1763553238,78.04,33.347817501704895,44.39103920700303,2025-11-19 11:53:58,1.0,1.0600000000000023,1.0600000000000023,1.4400000000000024,0.3315116890850153,11,2,0,20.71698113207542
bin_001,1763556838,79.48,33.347817501704895,44.39103920700303,2025-11-19 12:53:58,1.0,1.4399999999999977,1.4399999999999977,1.3633333333333344,0.2731910198621709,12,2,0,14.25000000000002
bin_001,1763560438,80.53,33.347817501704895,44.39103920700303,2025-11-19 13:53:58,1.0,1.0499999999999972,1.0499999999999972,1.1833333333333325,0.22233608194202906,13,2,0,18.54285714285719
bin_001,1763564038,82.3,33.347817501704895,44.39103920700303,2025-11-19 14:53:58,1.0,1.769999999999996,1.769999999999996,1.419999999999997,0.3604164258188012,14,2,0,10.000000000000025
bin_001,1763567638,84.14,33.347817501704895,44.39103920700303,2025-11-19 15:53:58,1.0,1.8400000000000034,1.8400000000000034,1.5533333333333321,0.4373023362998815,15,2,0,8.619565217391289
bin_001,1763571238,85.59,33.347817501704895,44.39103920700303,2025-11-19 16:53:58,1.0,1.4500000000000028,1.4500000000000028,1.6866666666666674,0.20792626898334107,16,2,0,9.937931034482737
bin_001,1763574838,86.94,33.347817501704895,44.39103920700303,2025-11-19 17:53:58,1.0,1.3499999999999943,1.3499999999999943,1.5466666666666669,0.2589079630550884,17,2,0,9.674074074074117
bin_001,1763578438,5.55,33.347817501704895,44.39103920700303,2025-11-19 18:53:58,1.0,-81.39,0.0,0.9333333333333323,0.8098353742170888,18,2,0,168.0
bin_001,1763582038,6.35,33.347817501704895,44.39103920700303,2025-11-19 19:53:58,1.0,0.7999999999999998,0.7999999999999998,0.7166666666666647,0.678847061813874,19,2,0,117.06250000000003
bin_001,1763585638,6.68,33.347817501704895,44.39103920700303,2025-11-19 20:53:58,1.0,0.33000000000000007,0.33000000000000007,0.37666666666666665,0.4020364825899924,20,2,0,168.0
bin_001,1763589238,7.26,33.347817501704895,44.39103920700303,2025-11-19 21:53:58,1.0,0.5800000000000001,0.5800000000000001,0.57,0.2351595203260968,21,2,0,159.8965517241379
bin_001,1763592838,7.76,33.347817501704895,44.39103920700303,2025-11-19 22:53:58,1.0,0.5,0.5,0.47000000000000003,0.12767145334803712,22,2,0,168.0
bin_001,1763596438,8.43,33.347817501704895,44.39103920700303,2025-11-19 23:53:58,1.0,0.6699999999999999,0.6699999999999999,0.5833333333333334,0.08504900548115375,23,2,0,136.67164179104478
bin_001,1763600038,8.88,33.347817501704895,44.39103920700303,2025-11-20 00:53:58,1.0,0.45000000000000107,0.45000000000000107,0.5400000000000004,0.11532562594670749,0,3,0,168.0
bin_001,1763603638,9.3,33.347817501704895,44.39103920700303,2025-11-20 01:53:58,1.0,0.41999999999999993,0.41999999999999993,0.5133333333333336,0.13650396819628818,1,3,0,168.0
bin_001,1763607238,9.87,33.347817501704895,44.39103920700303,2025-11-20 02:53:58,1.0,0.5699999999999985,0.5699999999999985,0.4799999999999998,0.07937253933193668,2,3,0,158.12280701754426
bin_001,1763610838,11.88,33.347817501704895,44.39103920700303,2025-11-20 03:53:58,1.0,2.0100000000000016,2.0100000000000016,1.0,0.877895210147545,3,3,0,43.840796019900466
bin_001,1763614438,13.4,33.347817501704895,44.39103920700303,2025-11-20 04:53:58,1.0,1.5199999999999996,1.5199999999999996,1.3666666666666665,0.732142973286868,4,3,0,56.97368421052633
bin_001,1763618038,15.06,33.347817501704895,44.39103920700303,2025-11-20 05:53:58,1.0,1.6600000000000001,1.6600000000000001,1.7300000000000004,0.25238858928248037,5,3,0,51.16867469879517
bin_001,1763621638,16.12,33.347817501704895,44.39103920700303,2025-11-20 06:53:58,1.0,1.0600000000000005,1.0600000000000005,1.4133333333333333,0.3139001964531612,6,3,0,79.13207547169807
bin_001,1763625238,17.11,33.347817501704895,44.39103920700303,2025-11-20 07:53:58,1.0,0.9899999999999984,0.9899999999999984,1.2366666666666664,0.3682843104631715,7,3,0,83.72727272727286
bin_001,1763628838,18.72,33.347817501704895,44.39103920700303,2025-11-20 08:53:58,1.0,1.6099999999999994,1.6099999999999994,1.2199999999999995,0.339558536926993,8,3,0,50.48447204968946
bin_001,1763632438,20.47,33.347817501704895,44.39103920700303,2025-11-20 09:53:58,1.0,1.75,1.75,1.4499999999999993,0.40447496832313445,9,3,0,45.44571428571429
bin_001,1763636038,21.9,33.347817501704895,44.39103920700303,2025-11-20 10:53:58,1.0,1.4299999999999997,1.4299999999999997,1.5966666666666665,0.16041612554021303,10,3,0,54.61538461538462
bin_001,1763639638,22.96,33.347817501704895,44.39103920700303,2025-11-20 11:53:58,1.0,1.0600000000000023,1.0600000000000023,1.413333333333334,0.3453018003621362,11,3,0,72.6792452830187
bin_001,1763643238,24.14,33.347817501704895,44.39103920700303,2025-11-20 12:53:58,1.0,1.1799999999999997,1.1799999999999997,1.2233333333333338,0.1887679351302359,12,3,0,64.28813559322036
bin_001,1763646838,25.53,33.347817501704895,44.39103920700303,2025-11-20 13:53:58,1.0,1.3900000000000006,1.3900000000000006,1.2100000000000009,0.16703293088490004,13,3,0,53.5755395683453
bin_001,1763650438,27.05,33.347817501704895,44.39103920700303,2025-11-20 14:53:58,1.0,1.5199999999999996,1.5199999999999996,1.3633333333333333,0.17156145643277032,14,3,0,47.9934210526316
bin_001,1763654038,28.47,33.347817501704895,44.39103920700303,2025-11-20 15:53:58,1.0,1.4199999999999982,1.4199999999999982,1.4433333333333327,0.06806859285554044,15,3,0,50.373239436619784
bin_001,1763657638,30.01,33.347817501704895,44.39103920700303,2025-11-20 16:53:58,1.0,1.5400000000000027,1.5400000000000027,1.4933333333333334,0.0642910050732885,16,3,0,45.44805194805186
bin_001,1763661238,31.67,33.347817501704895,44.39103920700303,2025-11-20 17:53:58,1.0,1.6600000000000001,1.6600000000000001,1.5400000000000003,0.1200000000000011,17,3,0,41.162650602409634
bin_001,1763664838,32.33,33.347817501704895,44.39103920700303,2025-11-20 18:53:58,1.0,0.6599999999999966,0.6599999999999966,1.2866666666666664,0.5460158727851565,18,3,0,102.53030303030356
bin_001,1763668438,33.16,33.347817501704895,44.39103920700303,2025-11-20 19:53:58,1.0,0.8299999999999983,0.8299999999999983,1.0499999999999983,0.5350700888668715,19,3,0,80.53012048192788
bin_001,1763672038,33.68,33.347817501704895,44.39103920700303,2025-11-20 20:53:58,1.0,0.5200000000000031,0.5200000000000031,0.6699999999999994,0.15524174696259754,20,3,0,127.53846153846077
